record	parent_name	parent_version	parent_source	name	version	source	normal_context	build_context	is_root
edge	icu_properties	2.1.2	registry	zerotrie	0.2.3	registry	false	false	false
edge	icu_properties	2.1.2	registry	zerovec	0.11.5	registry	false	false	false
edge	icu_provider	2.1.1	registry	displaydoc	0.2.5	registry	false	false	false
edge	icu_provider	2.1.1	registry	icu_locale_core	2.1.1	registry	false	false	false
edge	icu_provider	2.1.1	registry	writeable	0.6.2	registry	false	false	false
edge	icu_provider	2.1.1	registry	yoke	0.8.1	registry	false	false	false
edge	icu_provider	2.1.1	registry	zerofrom	0.1.6	registry	false	false	false
edge	icu_provider	2.1.1	registry	zerotrie	0.2.3	registry	false	false	false
edge	icu_provider	2.1.1	registry	zerovec	0.11.5	registry	false	false	false
edge	idna	1.1.0	registry	idna_adapter	1.2.1	registry	false	false	false
edge	idna	1.1.0	registry	smallvec	1.15.1	registry	false	false	false
edge	idna	1.1.0	registry	utf8_iter	1.0.4	registry	false	false	false
edge	idna_adapter	1.2.1	registry	icu_normalizer	2.1.1	registry	false	false	false
edge	idna_adapter	1.2.1	registry	icu_properties	2.1.2	registry	false	false	false
edge	mio	1.2.1	registry	libc	0.2.186	registry	false	false	false
edge	potential_utf	0.1.4	registry	zerovec	0.11.5	registry	false	false	false
edge	proc-macro2	1.0.106	registry	unicode-ident	1.0.24	registry	false	false	false
edge	quote	1.0.44	registry	proc-macro2	1.0.106	registry	false	false	false
edge	reqwest	0.12.28	registry	base64	0.22.1	registry	false	false	false
edge	reqwest	0.12.28	registry	bytes	1.11.1	registry	false	false	false
edge	reqwest	0.12.28	registry	futures-channel	0.3.32	registry	false	false	false
edge	reqwest	0.12.28	registry	futures-core	0.3.32	registry	false	false	false
edge	reqwest	0.12.28	registry	futures-util	0.3.32	registry	false	false	false
edge	reqwest	0.12.28	registry	http	1.4.0	registry	false	false	false
edge	reqwest	0.12.28	registry	http-body	1.0.1	registry	false	false	false
edge	reqwest	0.12.28	registry	http-body-util	0.1.3	registry	false	false	false
edge	reqwest	0.12.28	registry	hyper	1.8.1	registry	false	false	false
edge	reqwest	0.12.28	registry	hyper-rustls	0.27.7	registry	false	false	false
edge	reqwest	0.12.28	registry	hyper-util	0.1.20	registry	false	false	false
edge	reqwest	0.12.28	registry	log	0.4.29	registry	false	false	false
edge	reqwest	0.12.28	registry	percent-encoding	2.3.2	registry	false	false	false
edge	reqwest	0.12.28	registry	pin-project-lite	0.2.16	registry	false	false	false
edge	reqwest	0.12.28	registry	rustls	0.23.37	registry	false	false	false
edge	reqwest	0.12.28	registry	rustls-pki-types	1.14.0	registry	false	false	false
edge	reqwest	0.12.28	registry	serde	1.0.228	registry	false	false	false
edge	reqwest	0.12.28	registry	serde_json	1.0.149	registry	false	false	false
edge	reqwest	0.12.28	registry	serde_urlencoded	0.7.1	registry	false	false	false
edge	reqwest	0.12.28	registry	sync_wrapper	1.0.2	registry	false	false	false
edge	reqwest	0.12.28	registry	tokio	1.52.3	registry	false	false	false
edge	reqwest	0.12.28	registry	tokio-rustls	0.26.4	registry	false	false	false
edge	reqwest	0.12.28	registry	tower	0.5.3	registry	false	false	false
edge	reqwest	0.12.28	registry	tower-http	0.6.8	registry	false	false	false
edge	reqwest	0.12.28	registry	tower-service	0.3.3	registry	false	false	false
edge	reqwest	0.12.28	registry	url	2.5.8	registry	false	false	false
edge	reqwest	0.12.28	registry	webpki-roots	1.0.6	registry	false	false	false
edge	ring	0.17.14	registry	cfg-if	1.0.4	registry	false	false	false
edge	ring	0.17.14	registry	getrandom	0.2.17	registry	false	false	false
edge	ring	0.17.14	registry	untrusted	0.9.0	registry	false	false	false
edge	rustls	0.23.37	registry	once_cell	1.21.3	registry	false	false	false
edge	rustls	0.23.37	registry	ring	0.17.14	registry	false	false	false
edge	rustls	0.23.37	registry	rustls-pki-types	1.14.0	registry	false	false	false
edge	rustls	0.23.37	registry	rustls-webpki	0.103.13	registry	false	false	false
edge	rustls	0.23.37	registry	subtle	2.6.1	registry	false	false	false
edge	rustls	0.23.37	registry	zeroize	1.8.2	registry	false	false	false
edge	rustls-pki-types	1.14.0	registry	zeroize	1.8.2	registry	false	false	false
edge	rustls-webpki	0.103.13	registry	ring	0.17.14	registry	false	false	false
edge	rustls-webpki	0.103.13	registry	rustls-pki-types	1.14.0	registry	false	false	false
edge	rustls-webpki	0.103.13	registry	untrusted	0.9.0	registry	false	false	false
edge	sentinel-ctl	0.1.0	workspace	anyhow	1.0.103	registry	false	false	false
edge	sentinel-ctl	0.1.0	workspace	clap	4.5.60	registry	false	false	false
edge	sentinel-ctl	0.1.0	workspace	reqwest	0.12.28	registry	false	false	false
edge	sentinel-ctl	0.1.0	workspace	serde	1.0.228	registry	false	false	false
edge	sentinel-ctl	0.1.0	workspace	serde_json	1.0.149	registry	false	false	false
edge	serde	1.0.228	registry	serde_core	1.0.228	registry	false	false	false
edge	serde	1.0.228	registry	serde_derive	1.0.228	registry	false	false	false
edge	serde_derive	1.0.228	registry	proc-macro2	1.0.106	registry	false	false	false
edge	serde_derive	1.0.228	registry	quote	1.0.44	registry	false	false	false
edge	serde_derive	1.0.228	registry	syn	2.0.117	registry	false	false	false
edge	serde_json	1.0.149	registry	itoa	1.0.17	registry	false	false	false
edge	serde_json	1.0.149	registry	memchr	2.8.0	registry	false	false	false
edge	serde_json	1.0.149	registry	serde_core	1.0.228	registry	false	false	false
edge	serde_json	1.0.149	registry	zmij	1.0.21	registry	false	false	false
edge	serde_urlencoded	0.7.1	registry	form_urlencoded	1.2.2	registry	false	false	false
edge	serde_urlencoded	0.7.1	registry	itoa	1.0.17	registry	false	false	false
edge	serde_urlencoded	0.7.1	registry	ryu	1.0.23	registry	false	false	false
edge	serde_urlencoded	0.7.1	registry	serde	1.0.228	registry	false	false	false
edge	socket2	0.6.4	registry	libc	0.2.186	registry	false	false	false
edge	syn	2.0.117	registry	proc-macro2	1.0.106	registry	false	false	false
edge	syn	2.0.117	registry	quote	1.0.44	registry	false	false	false
edge	syn	2.0.117	registry	unicode-ident	1.0.24	registry	false	false	false
edge	sync_wrapper	1.0.2	registry	futures-core	0.3.32	registry	false	false	false
edge	synstructure	0.13.2	registry	proc-macro2	1.0.106	registry	false	false	false
edge	synstructure	0.13.2	registry	quote	1.0.44	registry	false	false	false
edge	synstructure	0.13.2	registry	syn	2.0.117	registry	false	false	false
edge	tinystr	0.8.2	registry	displaydoc	0.2.5	registry	false	false	false
edge	tinystr	0.8.2	registry	zerovec	0.11.5	registry	false	false	false
edge	tokio	1.52.3	registry	bytes	1.11.1	registry	false	false	false
edge	tokio	1.52.3	registry	libc	0.2.186	registry	false	false	false
edge	tokio	1.52.3	registry	mio	1.2.1	registry	false	false	false
edge	tokio	1.52.3	registry	pin-project-lite	0.2.16	registry	false	false	false
edge	tokio	1.52.3	registry	socket2	0.6.4	registry	false	false	false
edge	tokio-rustls	0.26.4	registry	rustls	0.23.37	registry	false	false	false
edge	tokio-rustls	0.26.4	registry	tokio	1.52.3	registry	false	false	false
