parent_name	parent_version	child_name	child_version	edge_contexts	cargo_all_targets_active
rustls-platform-verifier	0.6.2	rustls	0.23.37	normal:all	true
rustls-platform-verifier	0.6.2	rustls-native-certs	0.8.3	"normal:cfg(all(unix, not(target_os = ""android""), not(target_vendor = ""apple""), not(target_arch = ""wasm32"")))"	true
rustls-platform-verifier	0.6.2	rustls-platform-verifier-android	0.1.1	"normal:cfg(target_os = ""android"")"	true
rustls-platform-verifier	0.6.2	rustls-webpki	0.103.13	"normal:cfg(all(unix, not(target_os = ""android""), not(target_vendor = ""apple""), not(target_arch = ""wasm32"")));normal:cfg(target_arch = ""wasm32"");normal:cfg(target_os = ""android"")"	true
rustls-platform-verifier	0.6.2	security-framework	3.7.0	"normal:cfg(any(target_vendor = ""apple""))"	true
rustls-platform-verifier	0.6.2	security-framework-sys	2.17.0	"normal:cfg(any(target_vendor = ""apple""))"	true
rustls-platform-verifier	0.6.2	webpki-root-certs	1.0.6	"normal:cfg(target_arch = ""wasm32"")"	true
rustls-platform-verifier	0.6.2	windows-sys	0.61.2	normal:cfg(windows)	true
rustls-webpki	0.103.13	aws-lc-rs	1.17.0	normal:all	true
rustls-webpki	0.103.13	ring	0.17.14	normal:all	true
rustls-webpki	0.103.13	rustls-pki-types	1.14.0	normal:all	true
rustls-webpki	0.103.13	untrusted	0.9.0	normal:all	true
same-file	1.0.6	winapi-util	0.1.11	normal:cfg(windows)	true
schannel	0.1.28	windows-sys	0.61.2	normal:all	true
schemars	0.9.0	dyn-clone	1.0.20	normal:all	false
schemars	0.9.0	ref-cast	1.0.25	normal:all	false
schemars	0.9.0	serde	1.0.228	normal:all	false
schemars	0.9.0	serde_json	1.0.149	normal:all	false
schemars	1.2.1	dyn-clone	1.0.20	normal:all	true
schemars	1.2.1	either	1.15.0	normal:all	true
schemars	1.2.1	ref-cast	1.0.25	normal:all	true
schemars	1.2.1	schemars_derive	1.2.1	normal:all	true
schemars	1.2.1	serde	1.0.228	normal:all	true
schemars	1.2.1	serde_json	1.0.149	normal:all	true
schemars_derive	1.2.1	proc-macro2	1.0.106	normal:all	true
schemars_derive	1.2.1	quote	1.0.44	normal:all	true
schemars_derive	1.2.1	serde_derive_internals	0.29.1	normal:all	true
schemars_derive	1.2.1	syn	2.0.117	normal:all	true
secrecy	0.8.0	serde	1.0.228	normal:all	true
secrecy	0.8.0	zeroize	1.8.2	normal:all	true
security-framework	3.7.0	bitflags	2.11.0	normal:all	true
security-framework	3.7.0	core-foundation	0.10.1	normal:all	true
security-framework	3.7.0	core-foundation-sys	0.8.7	normal:all	true
security-framework	3.7.0	libc	0.2.186	normal:all	true
security-framework	3.7.0	security-framework-sys	2.17.0	normal:all	true
security-framework-sys	2.17.0	core-foundation-sys	0.8.7	normal:all	true
security-framework-sys	2.17.0	libc	0.2.186	normal:all	true
semver	1.0.27	serde	1.0.228	normal:cfg(any())	true
semver	1.0.27	serde_core	1.0.228	normal:all	true
sentinel-bio	0.1.0	approx	0.5.1	dev:all	true
sentinel-bio	0.1.0	bolero	0.13.4	dev:all	true
sentinel-bio	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-cluster-control	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-cluster-control	0.1.0	quinn	0.11.9	normal:all	true
sentinel-cluster-control	0.1.0	rcgen	0.13.2	normal:all	true
sentinel-cluster-control	0.1.0	rustls	0.23.37	normal:all	true
sentinel-cluster-control	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-cluster-control	0.1.0	serde	1.0.228	normal:all	true
sentinel-cluster-control	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-cluster-control	0.1.0	sha2	0.10.9	normal:all	true
sentinel-cluster-control	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-cluster-control	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-cluster-control	0.1.0	tokio	1.52.3	dev:all;normal:all	true
sentinel-cluster-control	0.1.0	tracing	0.1.44	normal:all	true
sentinel-cluster-control	0.1.0	uuid	1.22.0	normal:all	true
sentinel-common	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-common	0.1.0	bevy_ecs	0.18.1	normal:all	true
sentinel-common	0.1.0	bincode	2.0.1	normal:all	true
sentinel-common	0.1.0	flatbuffers	25.12.19	normal:all	true
sentinel-common	0.1.0	serde	1.0.228	normal:all	true
sentinel-common	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-common	0.1.0	sha2	0.10.9	normal:all	true
sentinel-common	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-common	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-common	0.1.0	toml	1.0.6+spec-1.1.0	normal:all	true
sentinel-common	0.1.0	tracing	0.1.44	normal:all	true
sentinel-common	0.1.0	uuid	1.22.0	normal:all	true
sentinel-console-plane	0.1.0	sentinel-fs	0.1.0	normal:all	true
sentinel-console-plane	0.1.0	serde	1.0.228	normal:all	true
sentinel-console-plane	0.1.0	zstd	0.13.3	normal:all	true
sentinel-ctl	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-ctl	0.1.0	clap	4.5.60	normal:all	true
sentinel-ctl	0.1.0	reqwest	0.12.28	normal:all	true
sentinel-ctl	0.1.0	serde	1.0.228	normal:all	true
sentinel-ctl	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-daemon	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-daemon	0.1.0	async-nats	0.47.0	normal:all	true
sentinel-daemon	0.1.0	bevy_ecs	0.18.1	normal:all	true
sentinel-daemon	0.1.0	bincode	2.0.1	normal:all	true
sentinel-daemon	0.1.0	chrono	0.4.44	normal:all	true
sentinel-daemon	0.1.0	clap	4.5.60	normal:all	true
sentinel-daemon	0.1.0	criterion	0.8.2	dev:all	true
sentinel-daemon	0.1.0	futures	0.3.32	normal:all	true
sentinel-daemon	0.1.0	redb	3.1.1	normal:all	true
sentinel-daemon	0.1.0	reqwest	0.12.28	normal:all	true
sentinel-daemon	0.1.0	sentinel-cluster-control	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-ebpf	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-ecs	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-fs	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-hippocampus	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-projection	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-redb	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-runtime	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-sandbox	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-wasm	0.1.0	normal:all	true
sentinel-daemon	0.1.0	sentinel-zenoh	0.1.0	normal:all	true
sentinel-daemon	0.1.0	serde	1.0.228	normal:all	true
sentinel-daemon	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-daemon	0.1.0	sha2	0.10.9	normal:all	true
sentinel-daemon	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-daemon	0.1.0	tokio	1.52.3	normal:all	true
sentinel-daemon	0.1.0	toml	1.0.6+spec-1.1.0	normal:all	true
sentinel-daemon	0.1.0	tracing	0.1.44	normal:all	true
sentinel-daemon	0.1.0	tracing-subscriber	0.3.22	normal:all	true
sentinel-daemon	0.1.0	uuid	1.22.0	normal:all	true
sentinel-dashboard-backend	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-dashboard-backend	0.1.0	async-nats	0.47.0	normal:all	true
sentinel-dashboard-backend	0.1.0	axum	0.8.9	normal:all	true
sentinel-dashboard-backend	0.1.0	axum-server	0.7.3	normal:all	true
sentinel-dashboard-backend	0.1.0	base64	0.22.1	normal:all	true
sentinel-dashboard-backend	0.1.0	futures	0.3.32	normal:all	true
sentinel-dashboard-backend	0.1.0	rcgen	0.13.2	normal:all	true
sentinel-dashboard-backend	0.1.0	reqwest	0.12.28	normal:all	true
sentinel-dashboard-backend	0.1.0	rmp-serde	1.3.1	normal:all	true
sentinel-dashboard-backend	0.1.0	rusqlite	0.38.0	normal:all	true
sentinel-dashboard-backend	0.1.0	rustls	0.23.37	normal:all	true
sentinel-dashboard-backend	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	sentinel-console-plane	0.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	sentinel-gaia	0.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	sentinel-gaia-loop	0.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	sentinel-projection	0.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	serde	1.0.228	normal:all	true
sentinel-dashboard-backend	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-dashboard-backend	0.1.0	sha2	0.10.9	normal:all	true
sentinel-dashboard-backend	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-dashboard-backend	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-dashboard-backend	0.1.0	time	0.3.47	normal:all	true
sentinel-dashboard-backend	0.1.0	tokio	1.52.3	dev:all;normal:all	true
sentinel-dashboard-backend	0.1.0	toml	1.0.6+spec-1.1.0	normal:all	true
sentinel-dashboard-backend	0.1.0	tower	0.5.3	dev:all;normal:all	true
sentinel-dashboard-backend	0.1.0	tower-http	0.6.8	normal:all	true
sentinel-dashboard-backend	0.1.0	tracing	0.1.44	normal:all	true
sentinel-dashboard-backend	0.1.0	tracing-subscriber	0.3.22	normal:all	true
sentinel-dashboard-backend	0.1.0	uuid	1.22.0	normal:all	true
sentinel-dashboard-backend	0.1.0	wtransport	0.6.1	normal:all	true
sentinel-dashboard-backend	0.1.0	zstd	0.13.3	normal:all	true
sentinel-ebpf	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-ebpf	0.1.0	approx	0.5.1	dev:all	true
sentinel-ebpf	0.1.0	aya	0.13.2	normal:all	true
sentinel-ebpf	0.1.0	aya-log	0.2.2	normal:all	true
sentinel-ebpf	0.1.0	libc	0.2.186	normal:all	true
sentinel-ebpf	0.1.0	object	0.38.1	normal:all	true
sentinel-ebpf	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-ebpf	0.1.0	serde	1.0.228	normal:all	true
sentinel-ebpf	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-ebpf	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-ebpf	0.1.0	tokio	1.52.3	normal:all	true
sentinel-ebpf	0.1.0	tracing	0.1.44	normal:all	true
sentinel-ebpf	0.1.0	tracing-subscriber	0.3.22	dev:all;normal:all	true
sentinel-ecs	0.1.0	bevy_ecs	0.18.1	normal:all	true
sentinel-ecs	0.1.0	bincode	2.0.1	normal:all	true
sentinel-ecs	0.1.0	criterion	0.8.2	dev:all	true
sentinel-ecs	0.1.0	insta	1.46.3	dev:all	true
sentinel-ecs	0.1.0	sentinel-bio	0.1.0	normal:all	true
sentinel-ecs	0.1.0	sentinel-common	0.1.0	dev:all;normal:all	true
sentinel-ecs	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-ecs	0.1.0	sentinel-physics	0.1.0	normal:all	true
sentinel-ecs	0.1.0	sentinel-redb	0.1.0	normal:all	true
sentinel-ecs	0.1.0	sentinel-telemetry	0.1.0	dev:all	true
sentinel-ecs	0.1.0	sentinel-wasm	0.1.0	normal:all	true
sentinel-ecs	0.1.0	serde	1.0.228	normal:all	true
sentinel-ecs	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-ecs	0.1.0	sha2	0.10.9	normal:all	true
sentinel-ecs	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-ecs	0.1.0	tokio	1.52.3	normal:all	true
sentinel-ecs	0.1.0	toml	1.0.6+spec-1.1.0	dev:all	true
sentinel-ecs	0.1.0	tracing	0.1.44	normal:all	true
sentinel-ecs	0.1.0	uuid	1.22.0	normal:all	true
sentinel-fs	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-fs	0.1.0	bincode	2.0.1	normal:all	true
sentinel-fs	0.1.0	blake3	1.8.3	normal:all	true
sentinel-fs	0.1.0	criterion	0.8.2	dev:all	true
sentinel-fs	0.1.0	fuser	0.17.0	normal:all	true
sentinel-fs	0.1.0	libc	0.2.186	normal:all	true
sentinel-fs	0.1.0	rayon	1.11.0	normal:all	true
sentinel-fs	0.1.0	redb	3.1.1	normal:all	true
sentinel-fs	0.1.0	rustix	1.1.4	normal:all	true
sentinel-fs	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-fs	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-fs	0.1.0	serde	1.0.228	normal:all	true
sentinel-fs	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-fs	0.1.0	sha2	0.10.9	normal:all	true
sentinel-fs	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-fs	0.1.0	tracing	0.1.44	normal:all	true
sentinel-fs	0.1.0	uuid	1.22.0	normal:all	true
sentinel-fs	0.1.0	zstd	0.13.3	normal:all	true
sentinel-gaia	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-gaia	0.1.0	blake3	1.8.3	normal:all	true
sentinel-gaia	0.1.0	clap	4.5.60	normal:all	true
sentinel-gaia	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-gaia	0.1.0	serde	1.0.228	normal:all	true
sentinel-gaia	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-gaia	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-gaia	0.1.0	toml	1.0.6+spec-1.1.0	normal:all	true
sentinel-gaia-loop	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-gaia-loop	0.1.0	async-nats	0.47.0	normal:all	true
sentinel-gaia-loop	0.1.0	clap	4.5.60	normal:all	true
sentinel-gaia-loop	0.1.0	fs2	0.4.3	normal:all	true
sentinel-gaia-loop	0.1.0	futures	0.3.32	normal:all	true
sentinel-gaia-loop	0.1.0	libc	0.2.186	normal:all	true
sentinel-gaia-loop	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-gaia-loop	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-gaia-loop	0.1.0	serde	1.0.228	normal:all	true
sentinel-gaia-loop	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-gaia-loop	0.1.0	sha2	0.10.9	normal:all	true
sentinel-gaia-loop	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-gaia-loop	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-gaia-loop	0.1.0	tokio	1.52.3	normal:all	true
sentinel-gaia-loop	0.1.0	tracing	0.1.44	normal:all	true
sentinel-gaia-loop	0.1.0	tracing-subscriber	0.3.22	normal:all	true
sentinel-gaia-loop	0.1.0	uuid	1.22.0	normal:all	true
sentinel-gaia-memory	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-gaia-memory	0.1.0	bincode	2.0.1	normal:all	true
sentinel-gaia-memory	0.1.0	clap	4.5.60	normal:all	true
sentinel-gaia-memory	0.1.0	criterion	0.8.2	dev:all	true
sentinel-gaia-memory	0.1.0	redb	3.1.1	normal:all	true
sentinel-gaia-memory	0.1.0	rusqlite	0.38.0	normal:all	true
sentinel-gaia-memory	0.1.0	sentinel-hippocampus	0.1.0	normal:all	true
sentinel-gaia-memory	0.1.0	sentinel-limbo	0.1.0	dev:all	true
sentinel-gaia-memory	0.1.0	sentinel-projection	0.1.0	dev:all	true
sentinel-gaia-memory	0.1.0	serde	1.0.228	normal:all	true
sentinel-gaia-memory	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-gaia-memory	0.1.0	sha2	0.10.9	normal:all	true
sentinel-gaia-memory	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-gaia-memory	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-gaia-memory	0.1.0	uuid	1.22.0	normal:all	true
sentinel-hippocampus	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-hippocampus	0.1.0	approx	0.5.1	dev:all	true
sentinel-hippocampus	0.1.0	criterion	0.8.2	dev:all	true
sentinel-hippocampus	0.1.0	redb	3.1.1	normal:all	true
sentinel-hippocampus	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-hippocampus	0.1.0	serde	1.0.228	normal:all	true
sentinel-hippocampus	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-hippocampus	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-hippocampus	0.1.0	thiserror	2.0.18	normal:all	true
sentinel-limbo	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-limbo	0.1.0	criterion	0.8.2	dev:all	true
sentinel-limbo	0.1.0	rusqlite	0.38.0	dev:all;normal:all	true
sentinel-limbo	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-limbo	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-limbo	0.1.0	serde	1.0.228	normal:all	true
sentinel-limbo	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-limbo	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-limbo	0.1.0	tokio	1.52.3	dev:all;normal:all	true
sentinel-limbo	0.1.0	tracing	0.1.44	normal:all	true
sentinel-limbo	0.1.0	uuid	1.22.0	normal:all	true
sentinel-microvm	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-microvm	0.1.0	sentinel-common	0.1.0	dev:all;normal:all	true
sentinel-microvm	0.1.0	sentinel-fs	0.1.0	normal:all	true
sentinel-microvm	0.1.0	serde	1.0.228	normal:all	true
sentinel-microvm	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-microvm	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-microvm	0.1.0	tracing	0.1.44	normal:all	true
sentinel-nightrun	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-nightrun	0.1.0	approx	0.5.1	dev:all	true
sentinel-nightrun	0.1.0	clap	4.5.60	normal:all	true
sentinel-nightrun	0.1.0	criterion	0.8.2	dev:all	true
sentinel-nightrun	0.1.0	libc	0.2.186	normal:all	true
sentinel-nightrun	0.1.0	rusqlite	0.38.0	normal:all	true
sentinel-nightrun	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-nightrun	0.1.0	sentinel-hippocampus	0.1.0	normal:all	true
sentinel-nightrun	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-nightrun	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-nightrun	0.1.0	serde	1.0.228	normal:all	true
sentinel-nightrun	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-nightrun	0.1.0	sha2	0.10.9	normal:all	true
sentinel-nightrun	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-nightrun	0.1.0	tokio	1.52.3	normal:all	true
sentinel-nightrun	0.1.0	toml	1.0.6+spec-1.1.0	normal:all	true
sentinel-nightrun	0.1.0	tracing	0.1.44	normal:all	true
sentinel-nightrun	0.1.0	tracing-subscriber	0.3.22	normal:all	true
sentinel-nightrun	0.1.0	uuid	1.22.0	normal:all	true
sentinel-physics	0.1.0	approx	0.5.1	dev:all	true
sentinel-physics	0.1.0	bolero	0.13.4	dev:all	true
sentinel-physics	0.1.0	insta	1.46.3	dev:all	true
sentinel-physics	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-projection	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-projection	0.1.0	criterion	0.8.2	dev:all	true
sentinel-projection	0.1.0	rusqlite	0.38.0	normal:all	true
sentinel-projection	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-projection	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-projection	0.1.0	sentinel-physics	0.1.0	normal:all	true
sentinel-projection	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-projection	0.1.0	serde	1.0.228	normal:all	true
sentinel-projection	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-projection	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-projection	0.1.0	tracing	0.1.44	normal:all	true
sentinel-projection	0.1.0	uuid	1.22.0	normal:all	true
sentinel-projection-service	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-projection-service	0.1.0	clap	4.5.60	normal:all	true
sentinel-projection-service	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-projection-service	0.1.0	sentinel-limbo	0.1.0	normal:all	true
sentinel-projection-service	0.1.0	sentinel-projection	0.1.0	normal:all	true
sentinel-projection-service	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-projection-service	0.1.0	tokio	1.52.3	normal:all	true
sentinel-projection-service	0.1.0	tracing	0.1.44	normal:all	true
sentinel-projection-service	0.1.0	tracing-subscriber	0.3.22	normal:all	true
sentinel-redb	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-redb	0.1.0	redb	3.1.1	normal:all	true
sentinel-redb	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-redb	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-redb	0.1.0	serde	1.0.228	normal:all	true
sentinel-redb	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-redb	0.1.0	sha2	0.10.9	dev:all	true
sentinel-redb	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-redb	0.1.0	tracing	0.1.44	normal:all	true
sentinel-redb	0.1.0	uuid	1.22.0	dev:all	true
sentinel-runtime	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-runtime	0.1.0	bevy_ecs	0.18.1	normal:all	true
sentinel-runtime	0.1.0	criterion	0.8.2	dev:all	true
sentinel-runtime	0.1.0	sentinel-common	0.1.0	dev:all;normal:all	true
sentinel-runtime	0.1.0	sentinel-ecs	0.1.0	normal:all	true
sentinel-runtime	0.1.0	sentinel-limbo	0.1.0	dev:all;normal:all	true
sentinel-runtime	0.1.0	serde	1.0.228	normal:all	true
sentinel-runtime	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-runtime	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-runtime	0.1.0	tracing	0.1.44	normal:all	true
sentinel-runtime	0.1.0	uuid	1.22.0	normal:all	true
sentinel-sandbox	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-sandbox	0.1.0	criterion	0.8.2	dev:all	true
sentinel-sandbox	0.1.0	landlock	0.4.4	normal:all	true
sentinel-sandbox	0.1.0	libc	0.2.186	normal:all	true
sentinel-sandbox	0.1.0	sentinel-common	0.1.0	dev:all;normal:all	true
sentinel-sandbox	0.1.0	sentinel-fs	0.1.0	normal:all	true
sentinel-sandbox	0.1.0	sentinel-zenoh	0.1.0	normal:all	true
sentinel-sandbox	0.1.0	serde	1.0.228	normal:all	true
sentinel-sandbox	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-sandbox	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-sandbox	0.1.0	tokio	1.52.3	normal:all	true
sentinel-sandbox	0.1.0	tracing	0.1.44	normal:all	true
sentinel-telemetry	0.1.0	criterion	0.5.1	dev:all	true
sentinel-telemetry	0.1.0	sentinel-common	0.1.0	normal:all	true
sentinel-telemetry	0.1.0	serde	1.0.228	normal:all	true
sentinel-telemetry	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-telemetry	0.1.0	tracing	0.1.44	normal:all	true
sentinel-telemetry	0.1.0	tracing-subscriber	0.3.22	normal:all	true
sentinel-telemetry	0.1.0	uuid	1.22.0	normal:all	true
sentinel-wasm	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-wasm	0.1.0	criterion	0.8.2	dev:all	true
sentinel-wasm	0.1.0	sentinel-common	0.1.0	dev:all;normal:all	true
sentinel-wasm	0.1.0	serde	1.0.228	normal:all	true
sentinel-wasm	0.1.0	serde_json	1.0.149	normal:all	true
sentinel-wasm	0.1.0	tempfile	3.27.0	dev:all	true
sentinel-wasm	0.1.0	tracing	0.1.44	normal:all	true
sentinel-wasm	0.1.0	wasmtime	45.0.3	normal:all	true
sentinel-wasm	0.1.0	wasmtime-wasi	45.0.3	normal:all	true
sentinel-zenoh	0.1.0	anyhow	1.0.103	normal:all	true
sentinel-zenoh	0.1.0	criterion	0.5.1	dev:all	true
sentinel-zenoh	0.1.0	flatbuffers	25.12.19	normal:all	true
sentinel-zenoh	0.1.0	sentinel-common	0.1.0	dev:all;normal:all	true
sentinel-zenoh	0.1.0	sentinel-telemetry	0.1.0	normal:all	true
sentinel-zenoh	0.1.0	serde	1.0.228	normal:all	true
sentinel-zenoh	0.1.0	serde_json	1.0.149	dev:all;normal:all	true
sentinel-zenoh	0.1.0	tokio	1.52.3	dev:all;normal:all	true
sentinel-zenoh	0.1.0	tracing	0.1.44	normal:all	true
sentinel-zenoh	0.1.0	tracing-subscriber	0.3.22	dev:all	true
sentinel-zenoh	0.1.0	uuid	1.22.0	dev:all;normal:all	true
sentinel-zenoh	0.1.0	zenoh	1.7.2	normal:all	true
serde	1.0.228	serde_core	1.0.228	normal:all	true
serde	1.0.228	serde_derive	1.0.228	normal:all	true
serde_core	1.0.228	serde_derive	1.0.228	normal:cfg(any())	true
serde_derive	1.0.228	proc-macro2	1.0.106	normal:all	true
serde_derive	1.0.228	quote	1.0.44	normal:all	true
serde_derive	1.0.228	syn	2.0.117	normal:all	true
serde_derive_internals	0.29.1	proc-macro2	1.0.106	normal:all	true
serde_derive_internals	0.29.1	quote	1.0.44	normal:all	true
serde_derive_internals	0.29.1	syn	2.0.117	normal:all	true
serde_json	1.0.149	itoa	1.0.17	normal:all	true
serde_json	1.0.149	memchr	2.8.0	normal:all	true
serde_json	1.0.149	serde	1.0.228	normal:cfg(any())	true
serde_json	1.0.149	serde_core	1.0.228	normal:all	true
serde_json	1.0.149	zmij	1.0.21	normal:all	true
serde_nanos	0.1.4	serde	1.0.228	normal:all	true
serde_path_to_error	0.1.20	itoa	1.0.17	normal:all	true
serde_path_to_error	0.1.20	serde	1.0.228	normal:cfg(any())	true
serde_path_to_error	0.1.20	serde_core	1.0.228	normal:all	true
serde_repr	0.1.20	proc-macro2	1.0.106	normal:all	true
serde_repr	0.1.20	quote	1.0.44	normal:all	true
serde_repr	0.1.20	syn	2.0.117	normal:all	true
serde_spanned	1.0.4	serde_core	1.0.228	normal:all	true
serde_urlencoded	0.7.1	form_urlencoded	1.2.2	normal:all	true
serde_urlencoded	0.7.1	itoa	1.0.17	normal:all	true
serde_urlencoded	0.7.1	ryu	1.0.23	normal:all	true
serde_urlencoded	0.7.1	serde	1.0.228	normal:all	true
serde_with	3.17.0	base64	0.22.1	normal:all	false
serde_with	3.17.0	chrono	0.4.44	normal:all	false
serde_with	3.17.0	hex	0.4.3	normal:all	false
serde_with	3.17.0	indexmap	1.9.3	normal:all	false
serde_with	3.17.0	indexmap	2.14.0	normal:all	false
serde_with	3.17.0	schemars	0.9.0	normal:all	false
serde_with	3.17.0	schemars	1.2.1	normal:all	false
serde_with	3.17.0	serde_core	1.0.228	normal:all	true
serde_with	3.17.0	serde_json	1.0.149	normal:all	false
serde_with	3.17.0	serde_with_macros	3.17.0	normal:all	true
serde_with	3.17.0	time	0.3.47	normal:all	false
serde_with_macros	3.17.0	darling	0.21.3	normal:all	true
serde_with_macros	3.17.0	proc-macro2	1.0.106	normal:all	true
serde_with_macros	3.17.0	quote	1.0.44	normal:all	true
serde_with_macros	3.17.0	syn	2.0.117	normal:all	true
serde_yaml	0.9.34+deprecated	indexmap	2.14.0	normal:all	true
serde_yaml	0.9.34+deprecated	itoa	1.0.17	normal:all	true
serde_yaml	0.9.34+deprecated	ryu	1.0.23	normal:all	true
